Review Text,Actual Sentiment,Predicted Sentiment,Original Rating
sayang nya instal ulang,neutral,neutral,1
akurat,neutral,neutral,5
rumit,neutral,neutral,5
ribet masukin data,neutral,neutral,5
nyaman bantu,positive,positive,5
efektif efisien,neutral,neutral,5
ngirim kode otp lelet ampun ditungguin ga kirim jaring bagus kartu aktif bikin kesel,neutral,neutral,4
update login ulang sebal,neutral,neutral,3
emang bagus ni apk,positive,positive,2
ribetttt slalu log out sendiriii,neutral,neutral,5
sampah jaring bagus buka,neutral,positive,1
alhamdulillah mudah aplikasi initadinya sulit karna anggota tdk masuk aplikasi inisemoga depan,neutral,neutral,5
bantu antri kantor ambil antri,neutral,neutral,4
halo min riwayat bayar bpjs aplikasi error tolong fix,negative,negative,1
aplikasi kimak ni rubah data aja verifikasi wajah udah ku kasiii liat wajah kali konfirmasi nya gak kayak kemaren ku rubah data gak verifikasi wajah baik ni aplikasi tolol,positive,neutral,5
layan bpjs bagus,positive,positive,1
ganti faskes gagal astagfirullah,negative,negative,5
aplikasi busuk yah akun obat payah daftar aplikasi mudah susah parah perintah nkri bobrok,negative,negative,5
terimakasih mobile jkn apk,neutral,neutral,5
moga bantu,neutral,neutral,2
pasien layan pkm rs sakit karna ulah bpjs me non aktif kartu bpjs pasien patuh bayar non aktif karna alas pakai guna bpjs minggu sakit biar bpjs non aktfikan selidik jgn iur bulan korupsi tdk aktif bpjs alas tdk masuk akal non aktif karna jarang pakai,neutral,neutral,5
halo otpnya ga masuk gimana yaga alternatif sms,neutral,neutral,1
bantu layan sehat,neutral,neutral,1
,neutral,neutral,1
tolong mang bijak knp log out sndri login g pdahal sandi coba ganti sandi x coba otp g dteng pulsa doang yg habis potong alhasil sperti rebut nomer antri pagi buta,neutral,neutral,1
sinyal gk verifikasi,neutral,neutral,5
susah daftar nya verifikasi muka susah,negative,negative,5
alhamdulillah bantu keluarga miskin,neutral,neutral,3
aplikasi gak guna ubah data gagal alas aplikasi jkn klo ujung nya dtg kantor,negative,negative,5
terima kasih mudah sehat,positive,positive,1
moga manfaat,neutral,neutral,5
trimakasih bantuanya,neutral,neutral,5
alahudah ah unistal aja muak,neutral,neutral,5
iur bayar bpjs ga biaya cover cek darah bayar pribadi ngapain bayar iur kaya peras paksa,neutral,neutral,1
hubung sma server rs mulu sma tau ga buruk bgt nih,negative,negative,5
tingkat lagisangat bantu terimakasih,neutral,neutral,1
mantapp,neutral,neutral,1
mudah akses pindah paskes dll,positive,positive,4
tambah serta gagal alas minta diperoses tunggu coba ulang kali tunggu tunggu salah masuk captcha ulang kali captcha no kk sesuai,negative,negative,1
atas,neutral,neutral,5
aplikasi bagus jadwal dokter mundurin dikit biar obat habis magrib klinik,positive,positive,5
masuk susah banget pliss baik aplikasi nyaaa,neutral,neutral,5
gabisa akses,neutral,neutral,1
bagus aplikasi jkn nya bantu pindah faskes nya,positive,positive,1
aplikasi primitif bikin ribet sial,neutral,neutral,1
mantap batu sekaliuntuk keluarga ku,positive,positive,1
batu masyarakat,neutral,neutral,1
brobat susah gara gak kirim otpini gimana sihh bln terusmana klinik mau daftar online,negative,negative,4
nik udah benermasih anggap salah,neutral,neutral,1
aplikasi bapuk daftar faskes aja ribet banget terang gk kemaren daftar gak daftarin eh gak suruh daftar online kalo kyk gitu,neutral,neutral,5
apk nggak gunamau verifikasi ribet fitur ganti nomor hpemail,neutral,neutral,1
gagal login kek,negative,negative,1
gimana udah masukin nomer hp nggk registrasi nomer aktif pulsa pakai nomer beda aja nggak masuk,neutral,neutral,5
coba lancar kasih bintang,neutral,neutral,5
sipp tingkat jamin aman data pribadi,neutral,neutral,5
suka apk,positive,positive,1
verifikasi wajah trus muncul atur izin aplikasi udah dsetting diizinkangmn lelet,negative,negative,4
bagussangat bantu,neutral,neutral,5
aplikasi mobile jkn bantu daftar ga ribet top lag,neutral,neutral,5
mudah obat,positive,positive,1
updatetp susahadanya aplikasi nya memudahkantp ribet,neutral,neutral,1
aplikasi baik trimakasih,positive,positive,1
gak mutu mudah sulit,neutral,neutral,1
cepat,positive,positive,1
login aplikasi daritadipayah susah orang,negative,negative,1
layan cepat muas,positive,positive,3
bantu ap mobile jkn daftarin ank online gk kantor nya,neutral,neutral,1
gagal mulu pas masuk alamat udah ngikutin ktp,negative,negative,1
aplikasi keren bantu,neutral,neutral,2
ribet pas login ulang capcltcha ga muncul sekali muncul ga masuk bener,neutral,neutral,5
u keren banget gagal mulu bayar ny nunggu denda ygy,negative,negative,1
gajelas mobile biar ga dateng kantor suruh dateng kantor guna bikin mobile,neutral,neutral,1
pelaynan cepat,positive,positive,2
pake antri online sampe klinik tolak karna kuota bpjs habis bingung menu marketplace aplikasi arah marketplace nya klik,neutral,neutral,1
aplikasi bantu mudah,positive,positive,1
gak daftar ribet untuak daftar aplikasi in aplikasi sengat bantu knp sensitif data yg masuk baik dgn maksimal pakek dgn mudah gak ribet,positive,positive,5
jurdil aja thanks,neutral,neutral,1
aplikasi busuk login susah kesini bagus susah kayak g niat,negative,negative,5
terumakasih bjps jkn bantu hidup keluarga,neutral,neutral,5
tolong baik sistem udah log out kalo abis rujuk dateng rs biar ambil antri kalo kaya gin mah ngebantu bikin susah udah ongkos lumayan geh gak pake apk capek sumpah kerja jkt kampung bolak daftarin,neutral,neutral,5
bantu mudah guna nya,positive,positive,5
aman terpecaya perintah daerah,neutral,neutral,1
kesini kesana udh daftar online dpt nmr antri eee bgtu cek lg antri dbatalkan app aneehhh,neutral,neutral,1
ga rubah faskes jkn kantor bpjs dekat aja skrng alhamdulillah,neutral,neutral,1
yg bikin apk sulit banget akses gk login no antri kontrol ilang bkn mudah bikin repot,negative,negative,1
log in ga tot perbaikin apk nya napa sengaja biar tdk akses masuk apk nya gatelll,neutral,neutral,5
kali daftar antri faskes satuselalu gagal bilang bisahadehh aneh,negative,negative,5
mudah operasi,positive,positive,5
aplikasi tolol verifikasi wajah gagal nunggu kode otp,negative,negative,4
rakyat inti sehat didik gratis mohon layan tingkat rupiah yg terima hasil keringat,neutral,neutral,3
versi force close mulu yatolong diupdate,neutral,neutral,1
salah mulu nik pdahal betuul,neutral,neutral,5
mantap bantu,positive,positive,1
bantu sehat keluarga,neutral,neutral,5
penuh udah kasih jadwal rsnya aja ga kasih apknya,neutral,neutral,2
aplikasi g login captcha ga muncul nyusahin banget,neutral,neutral,3
ok saran depan urus online kantor cabang repot buang,negative,negative,5
kasih kelad,neutral,neutral,1
good my aplication,neutral,neutral,4
aplikasi inisuka log outnomornya gatau kait nomor siapasuka kadang gabisa daftar hadehh,neutral,neutral,5
bagus simpel,positive,positive,1
ga bngt kode otp ga muncul,neutral,neutral,5
error daftar online gagal pas faskes maaf error kali minggu,negative,negative,1
susah daftar boss,negative,negative,2
perintah bener bikin aplikasi testing bener bener kalo udah sekian testing deploy forgot password aja kode otp kaga muncul kocak bener mentang digitalisasi software ga coba main deploy aja,neutral,neutral,1
kalo ku sih mudah terkadang kendala karna tidak tau untung aza dwket kantor bpjs nya jd kalo yg gk ngerti lagsg tanyain jd mudah nyaman,positive,positive,5
oi min ngapain riwayat bayar gabisa screenshot kalo yg bukti riwayat bayar gimana kocak lu,neutral,neutral,3
puas layan cepat respon,positive,positive,2
ribet pakai capcha guna,neutral,neutral,1
aplikasi memex suruh login ulang nik password nya ttep gabisa login pasien udah sakit daftar rumah sakit aplikasi qontoi,neutral,neutral,5
bantu mudah terima kasih,positive,positive,5
alhamdulillah bantu aplikasi initapi kadang kunci saatada baru login periksa rumah sakit,neutral,neutral,5
daftar pas masuk salah sesuai ktp dansandi dah saran gagal,negative,negative,1
akun logout gilir login susah nya ampun,negative,negative,5
otp ga kirim aneh banget benerin program,negative,negative,3
parah nih aplikasi keburu mati org buka aplikasi,negative,negative,1
kode otp nomor nya yah masuk nya nya biar ga nungguin nih,neutral,neutral,5
mudah antri,positive,positive,2
tolong baik menu daftar jkn jadwal dokter ngak sesuai rs aja gin daftar offline,positive,positive,5
tahan kerja,neutral,neutral,5
bagus mudah manfaat,positive,positive,5
mantap ajah deh,positive,positive,1
bagus siip,positive,positive,5
aplikasi mudah menu dalam easy use,positive,positive,5
gabisa login pdhl jaring bgus,neutral,neutral,2
susah masuk susah antri ulang mengahambat susah,negative,negative,1
kak baharu aplikasi ngak ya loggin mohon benah aplikasi mobile jkn nya,neutral,neutral,5
apk kagak login aja loding mulu eror mulu asu,neutral,neutral,1
ya allah daftar k faskes gagal transaksi proses udah aja kayak gin aplikasi kalo berangkat subuh no antri faskes,negative,negative,2
aplikasi gin logout gk login nik salah password salah captcha salah aplikasi buat perintah rara gin busuk,neutral,neutral,4
mudah terimakasih ya jkn,positive,positive,5
lagh parah jaring baguss,negative,negative,1
gmn bikin akun kode otp kg muncul hadeh password sesuai mulu kecewa,negative,negative,5
sulit verifikasi wajah nyamana gk lewat tlong baik,neutral,neutral,2
bayar tagih aplikasi mobile jkn lunas dana tera lunas error mohon cerah,negative,negative,5
mudah aplikasi bantu,positive,positive,5
alhamdulillah aplikasi jkn mobile mudah obat,positive,positive,1
baik lg ganggu ambil nomor antri,positive,positive,5
bagus layananya,positive,positive,1
aplikasi perintah busuk,neutral,neutral,1
tolong baik server bpjsnyasering bgt susah loginaplikasi loading teruscaptcha loading koneksi normaludh pke wifi kalo senin pagi susah ampun aplikasi,negative,negative,5
aplikasi jelek daftar priksa ndak offline kantor bpjs selesai layan bpjs aplikasi buruk jelek,negative,negative,1
semenjak update kudu login ulang login kagak lupa password kagak gimana buruk aja,negative,negative,3
kode otp ga masuk masuk,neutral,neutral,5
pesan verifikasi nomor gp kirim benarbenar susah,negative,negative,1
lancar,neutral,neutral,2
sumpah lot banget ga bener pas war pol gigi lu kalo ngeprogram ga udah aja jgn nyusahin orang sakit dosa lu ngeprogram tua bangka kolot ya ga bener anak masuk gara nge suap orang dalem lu pingin pake aplikasi aplikasi kolot kaa gin lu nyusahin orang sakit tau ga,neutral,neutral,1
tolong banget developer mobile jkn dengar daftar mobile jkn hasil gagal verifikasi nomernya kosong edit wa pandawa chat wa pandawa edit nomor hp suruh isi formulir salah kolom suruh isi nomor jkn oke aplikasi mobile jkn cek nomor jkn muncul pop up suruh isi nomer kosong wa pandawa gimana bolak gak jelass,neutral,neutral,1
ribet ruwekruwekruwek data daftar orang foto ambil antri ruwek,neutral,neutral,1
ga sih kalo ga buka ga auto log out,neutral,neutral,5
mudah,positive,positive,1
kode otp gak masuk pulsa,neutral,neutral,5
jkn nyusahin serta ya pas darurat rs buka susah lupa password prosedur susah salah trs kunci mbukaknya susah emg sih admin rsnya bs ngeliat dr kk tp guna aplikasi nyusahin aja,negative,negative,1
teman teman gabisa otp isi pulsa nomor masuk ribu aneh cuman nyata,negative,negative,4
edit beres,neutral,neutral,5
verifikasi nomor hp,neutral,neutral,5
coba ubah faskes data sesi biometrik verifikasi wajah harus senyum timbang ga orang senyum alami stroke kondisi fisik wajah identifikasi senyum,neutral,neutral,1
bantu obat,neutral,neutral,2
thank you applikasi bagus bantu serta kis adu info,positive,positive,1
aplikasi nya logout udah login aplikasi aja nonaktif bpjs tepatkarena orang butuh bpjs sehat sisi obat jalan pakai bpjs iya renti tengah jalan nonaktif cek langsung orang,neutral,neutral,5
bantu sampang hebat martabat,positive,positive,1
baharu suka akun susah lupa sandi,neutral,neutral,1
,neutral,neutral,5
mudah cek status serta bpjs aktif,positive,positive,1
aplikasi tdk buka android,neutral,neutral,5
aplikasi update gak masuk sulit orang akses sehat perbaikibsistem bayar layan gratis,negative,negative,1
offline jaring nya pas,neutral,neutral,1
prolanis,neutral,neutral,4
moga manfaat,neutral,neutral,5
tolong developer mohon baik aplikasi butuh mending hapus ajh,positive,positive,1
jkn mobile bug ya fitur antre online susah dftar slalu tulis transaksi dpt proses silah coba bbrapa tolong baik minggu kyk gin trus terimakasih,neutral,neutral,1
merepokan banget log out otomatism gak fungsi aplikasi perban sih wajar lindung uang simpan logout otomais gayagayaan aplikasi design kayak genz org tua hapal pin password no hape aja lupa password pin bikin user friendly donk kamingak saldo jkn lindung gak gitu,neutral,neutral,1
ribetlama kayak layan bpjs,neutral,neutral,5
moga sukses,neutral,neutral,5
kode otp susah masukapk susah orang obat,negative,negative,4
applikasinya bagus bantu,positive,positive,1
terima kasih mudah rubah data aplikasi moga nyaman aplikasi jkn,positive,positive,1
kalo lupa sandi ribet masuk nya,neutral,neutral,4
bagusdan mudah,positive,positive,1
layan mudah,positive,positive,1
baharu top markotop,neutral,neutral,5
aplikasi ribet banget obat ajah betulin aplikasi berulanggimana kalo orang skrat,neutral,neutral,5
mantap,positive,positive,1
bingung lihat surat rujuk mobile jkn ya pas lihat lihat fiturnya tulis rujuk sesuai perintah google,neutral,neutral,1
aplikasi masuk salah chapta tolong bantu,neutral,neutral,1
sukses,neutral,neutral,1
bagus sulit,neutral,neutral,5
bpjs keren,neutral,neutral,5
log out lelet masalah,negative,negative,5
mudah nya,positive,positive,1
sukses sehat,neutral,neutral,1
terima kasih manfaat,neutral,neutral,2
mantap mudah,positive,positive,5
mudah pakai daftar tdk antre,positive,positive,1
aplikasi gak mutu masuk aja kagak internet bagus masuk aplikasi lot uninstall,positive,positive,5
aplikasi yg mudah guna,positive,positive,1
lot aplikasi nya ndaftar pol bedah mulut susah banget udah bulan ga dapet nomer antri nya tulis nya minta blm proses,negative,negative,5
jkn dangat,neutral,neutral,1
aplikadi gak ambil antri online sedia,neutral,neutral,2
bantu terimakasih gratis obat,neutral,neutral,1
bagus ubah data faskes cepat,positive,positive,5
bermanpaat trimakasih jkntapi mf anak usia akteklahiran kk masuk nama adatapi kis ga anak jkn ga mohon bantutrima kasih,neutral,neutral,5
aplikasi bantu mengkases anggota keluarga dalam aplikasi anggota keluarga aktif mudah layan sehat oelhnya terima kasih bpjs aplikasi,positive,positive,5
aplikasi gk manfaat sihbuat daftar online antri faskes gagal,negative,negative,5
otp nya kocakk udh nyoba berkalikali ttp engga kirim cape nungguin otp masuk,neutral,neutral,5
biometrik suara arah pakai cacat mata minus dengar kacamata,neutral,neutral,5
masuk ribetttt sekaliii apk gak,neutral,neutral,1
lumayan bagus ribet daftar jam kerja jam luar jam kerja daftar tunda besok jam kerja repot yg daftar dlm kondisi urgent yg parah atur gak tulis apk,negative,negative,5
skrg tanggal feb rubah faskes periksa pindah tgl maret,neutral,neutral,5
aplikasi error muter ga udh hapus kali ajah ga ubah muter ajapadahal sinyal bgus payah,negative,negative,5
dah daftar ko suruh ngulang ngulang,neutral,neutral,5
layan malam tdk alias off line,neutral,neutral,5
nyoba daftar mobile jkn gak dapet kode otp nya udah tetep gak sampek kantor bpjs tetep gak perintah haya sulit rakyat udah isi pulsa tetep gak kalok gak niat bikin aplikasi gak bikin,negative,negative,1
aplikasi nya eror aja update jujur kecewa,negative,negative,2
mudah serta cek kartu antre online ubah faskes tagih iur fiturfiturnya lengkap dukung layan langsung kantor bpjs,positive,positive,4
pindah faskes aplikasi,neutral,neutral,1
ckup bgus,neutral,neutral,1
cepat paham aplikasi,positive,positive,5
payahkebanyakan korupsisudah reservasi layan pas kontrol aplikasi ga buka kuota internet pake aplikasi kalo gak me maintenance aplikasi,neutral,neutral,1
gimana kak captchanya pas login ga muncul eror,neutral,neutral,1
buruk layan aplikasi daftar kunjung pas yg tentu batal kunjung kes sulit,negative,negative,5
gabisa daftar muka,neutral,neutral,5
mudah paham,positive,positive,1
masuk aplikasi ya dah bintang,neutral,neutral,3
pecat team it nya kode otp susah gua yg it nya bangke,negative,negative,1
apk nya susah login ribet bln mesti ganti pasword mudah jd susah,negative,negative,5
alhamdulillah,neutral,neutral,1
praktiis,neutral,neutral,2
kode verifikasi,neutral,neutral,5
tdk mudah aplikasi,positive,positive,2
apk gak nerima kode nomor hp aja gabisa kocakkk nyusahin orang aja kantor cabang antri dll hadehh sampahhh,neutral,neutral,1
good,neutral,neutral,2
percaya cicil rehab kalo ga sanggup bayar pake cicil rehab pas udah daftar bayar cicil ga aktif bpjsnya ttp lunasin tunggak nya aktif gmna sih ga sesuai info call centernya hoax kalo google bilang bpjs aktif kalo bayar cicil rehab gmna sih info nya sesuai,neutral,neutral,5
sengaja download aplikasi biar cepet ambil antri ujung antri jam gak panggil siksa pakai aplikasi mudah sulit,neutral,neutral,5
aplikasi ga tibakeluar masuk susah nya udah sekian ga dipake aplikasi,negative,negative,1
bantu sekali,neutral,neutral,2
hukum layan bayar lunas rugi ringan beban rakyat cekik rakyat minggu tgl merah layan libur parah layan publik negeri indonesia,negative,negative,1
aplikasi eror update aplikasi masuk ulang masuk captcha nya loading astaga jelek banget mending update eror,negative,negative,5
semogaa guna butuh menjdaii tolong pertamaditahun,neutral,neutral,4
selamat pagi waaaw layan secwan an kk khairunnisa istri bantu layan nya cantik ramaaaaah bicara yg lembut informasi yg sehat kk moga tahan layan rssentosa,neutral,neutral,4
gimana sih obat daftar online trus layan online jga blum kuota obat sekali daftar aplikasi loading trus,neutral,neutral,2
susah d download,negative,negative,2
bintang ya karna aktif aplikasi aman lancar,neutral,neutral,5
otp udh bener aduh busuk server nya gak jir nih mobile jkn,neutral,neutral,5
optimal,neutral,neutral,5
ss sulit anak daftar orang tua posisi beliau pakai aplikasi,negative,negative,5
bantu alhamdulillah,neutral,neutral,1
labih mudah,positive,positive,4
aplikasi bikin emosi payah sekla sandi salah ga bis alogin payah aplikasi atur daftar online sulit ajar kaya ga bayar aja,negative,negative,1
mudah cepat,positive,positive,1
bantu agas cepat,positive,positive,1
jkn mudah urus,positive,positive,5
terimakasih satapmatas bantu,neutral,neutral,1
bantu,neutral,neutral,3
apk gak jelaaasss suruh login mulu gak mikir orang kerepot load mulu login sampah,negative,negative,5
log out otomatis login captcha salah aplikasi bego,neutral,neutral,1
opsi pilih verifikasi sedia mohon perhati,neutral,neutral,2
stuck verifikasi nomor mulu gajelas nih apk kocakkkk,neutral,neutral,5
cept,neutral,neutral,1
aplikasi tololcode virifikasi kali kali gak kirimsistem tololpak prabowo tri yg wenang tolong sistem baik,positive,positive,1
update aplikasi slalu login login susah yg caphca tampilyg aplikasi eror batu ribet,negative,negative,5
bantu mudah,positive,positive,1
response cepat mudah,positive,positive,3
error normal aplikasi server nya bagus la korupsi trusssss,neutral,neutral,4
verikasi nya banget astagalamaaaa tolong sistem emang kirim verivikasi jgn susah susah,negative,negative,1
sistem nya tolol ga apk sulit servernya padat banyak mohon maaf ga,negative,negative,5
apk ruwet,neutral,neutral,1
aplikasi sampah verif wajah aja bgt sy dah terang sampe bain cm dpt cahaya hasil nihil sy matahari dlu ambil selfie doang,negative,negative,5
jelek verifikasi aja banget apk gajelas,negative,negative,5
aplikasi ampas ganggu,neutral,neutral,2
log out trus login gagal sandi salah sandi,negative,negative,1
gajelas njing ni tim it nya pas bikin pasword pake spasi pas login gak pake spasi,neutral,neutral,5
sulit verifikaai identitas ubah data serta,negative,negative,5
apkikasinya bantu,neutral,neutral,1
okeyyy,neutral,neutral,5
gagal verifikasinohp tdk daftar online,negative,negative,4
mmbantu,neutral,neutral,5
aplikasi buka android,neutral,neutral,1
smoga tingkatkn lg kerja ny,neutral,neutral,5
ok mantap,positive,positive,1
suka aplikasi tpi knpa verifikasi nmr hp aja hrus pulsa ganti nmr nya aja pdhl,positive,positive,1
bantu masyarakat,neutral,neutral,1
verifikasi nomor kode otp nya ga masuk sampe pulsa abis daftar faskes pake mobile jkn aplikasi nya aja ga sulit tolong baik aplikasi susah bgt jd warga konoha,negative,negative,3
mudah lengkap,positive,positive,5
mohon layan bpjs tingkat pindah rs faskes cepat bebas obat mana batas krn wajib bayar wajib serba cepat gampang layan mudah krn bangsa bangsa sehat berkewalitas,positive,positive,2
ngebug gajelas buka aplikasi mobile jkn loading gajelas apk log out masuk sandi salah salah sandi atas nya,neutral,neutral,2
masuk nomor telepon pemberitahuan nomor telepon kosong verifikasi,neutral,neutral,1
panas hp ku sdh update aplikasi tetep ga buka halaman daftar antre pdhal signal buka aplikasi jg lancar tolong baik,positive,positive,1
akurat cepat,positive,positive,2
aplikasi sampah daftar mudah sulit,negative,negative,1
mudabisa bantu,neutral,neutral,5
keren,neutral,neutral,5
ramah hidup seharihari,neutral,neutral,2
aplikasi nya error gak masuk logout,negative,negative,5
aplikasi busuk otp ngga masuk skrining blank hitam busuk,neutral,neutral,5
gk login otp email hp sma gk fungsi update buruk ni aplikasi,negative,negative,5
asu aplikasi ngang nging ngangong doang maintenance pas genting,neutral,neutral,1
aplikasi seribg log outmenyebalkan,neutral,neutral,1
mantap pindah paskes cepet,positive,positive,4
min tolong login susah bgt udh login apk nya down,negative,negative,5
daftar capca gk hadeh sulit mah,negative,negative,2
registrasi tanggal lahir sesuai kartu bpjs ktp,neutral,neutral,1
bpjsku aktif apk aktif,neutral,neutral,1
loginmasuk nik password nya,neutral,neutral,1
aplikasi kacsu indonesia ruwet ribet yg design dng tata kelola yg buruk,negative,negative,5
aplikasi kendala ya ambil antri online suruh hubung administrator faskes rujuk solusi maaf bintang yg keluh oke rubah bintang terima kasih,positive,positive,5
sulit logout masuk gak tolong baik aplikasi sulit,negative,negative,4
design ui ux nya udah kaya toko game online dah rame banget warna warni kadang bingung aplikasi direksi kreatif nya ya,neutral,neutral,2
sulit bkn mudah dgn aplikasi error trs,negative,negative,1
verifikasi kode ga kirim kirim,neutral,neutral,3
mohon baik bug ui nya fix all bug,positive,positive,5
cuman log out kadang pasword kenal,neutral,neutral,4
update ga buka alas device habis,neutral,neutral,1
update aplikasi log out login,neutral,neutral,1
aplikasi bagus kali daftar antre puskesmas online pas kali gak jadwal dokter sedia terang dokter buka aktif solusi gimana anti ribet pake online gak daftar,positive,positive,1
aplikasi yg mudah sulit daftar online gak baik,positive,positive,1
lumayann,neutral,neutral,1
mobil jkn trobel,neutral,neutral,1
ribet masuk pinmana lupa ganti pin,neutral,neutral,2
ganti faskes aja susah bgt,negative,negative,1
buruk sih aplikasi nya buruk,negative,negative,5
kode otp lambat kirim ribet pagi verifikasi kode kirim sore,negative,negative,2
gak screenshot,neutral,neutral,5
kesini apk nya gak buka baik gak bikin org sulit aja,neutral,neutral,1
bagus mudah pasien,positive,positive,1
eror,neutral,neutral,5
trimakasih krn bantu,neutral,neutral,2
login aja nungguin capcha ga keluar,neutral,neutral,5
puass,neutral,neutral,5
bagus bantu,positive,positive,5
good poko,neutral,neutral,5
aplikasi yg mudah,positive,positive,2
terimakasih mudah masyarakat rubah pindah faskes inginkansemoga depan aplikasi lancar,positive,positive,5
mudah aksesngga bikin repotmantap,positive,positive,5
daftar online periksa ga teruskatanya ga hubung server rs nyaini gimana sih,neutral,neutral,5
verivikasi nomor kode nya ga masuk gimana,neutral,neutral,5
otp ngulang jam ngga kirim s h i,neutral,neutral,1
easy proses,neutral,neutral,5
hallo min jkn istri ga ambil antri online menu konfirmasi ambil antri ya,neutral,neutral,5
bantu layan antri kantor bpjs sehat,neutral,neutral,3
apk nya dimsukin no nik sll salah pdhal udh pke ktp lg urgent bgt,neutral,neutral,1
batu,neutral,neutral,2
puas,positive,positive,5
terimakasih mobile jkn bpjs layan sehat keluarga praktis mudah,positive,positive,5
daftar h gabisa suruh pas h pas h ga ga dapet no antri terang nomor antri ambil kali tanggal daftar aja bom benerin deh aplikasi kontrol ga dapet no antri terang daftar dgn surat rujuk yg daftar jg bom yg kena omel tugas daftar salah aplikasi yg butut,neutral,neutral,5
puas banget terima kasih mobile jkn,positive,positive,1
moga kembang,neutral,neutral,3
mudah diaksessangat bantu,positive,positive,1
apk nya muas,neutral,neutral,4
moga manfaat mudah masyarakat,positive,positive,3
manfaat,neutral,neutral,1
capca ga muncul,neutral,neutral,1
tolong suka error sulit banget utk daftar orang tua yg lansia kasihan udah lansiakita niat bantu lansia lansia yg gak ngerti teknologimalah susah kasihan rubah bagusin proses nya utk daftar kontrol,negative,negative,5
aplikasi sampah verifikasi email salah verifikasi hp bener kode ngga masuk,negative,negative,1
nomor terima kode verifikasi mobile jkn,neutral,neutral,5
ulang kode otp nomor hp kali,neutral,neutral,2
rip,neutral,neutral,1
aplikasi nya login daftar kode nya lamaaaaa kirim sms,neutral,neutral,5
praktis,neutral,neutral,5
iur udah bayar tagih,neutral,neutral,5
sampah,negative,negative,2
tingkat,neutral,neutral,1
ngk knp ngk masuk aplikasi badahal nomor hp udah bentul mlh ngk kirim nomor ott,neutral,neutral,1
aplikasi yg bagus,positive,positive,2
bagus,positive,positive,1
mantap aplikasi,positive,positive,1
gk daftar kode sms gk kirim via email sdh tp kolom sms isi verifikasi jg,neutral,neutral,5
aplikasi gak,neutral,neutral,1
verifikasi nmr hp yg sulit,negative,negative,5
mudah mudah yaaa allah bpjs bantu rakyat aaamiinnnn yaaa allah,positive,positive,1
good,neutral,neutral,4
aplikasi jkn knp erory tutup hrs masuk dftr ulang nih ngecek aplikasi utk byr aneh bngt bikin ribet dftr ulang mskin no nik dll jgn bikin ribet byr wkt utk pake aj kagak inibpjs cek bayar ribet dh kali hrs login hbskan wkt aj nungak kagak zonk bngt byr aj susah kalo gk bayar,negative,negative,5
ok mudah an lancar yg moga sehat ya,positive,positive,1
mantan proses cepat,positive,positive,1
kode referral nya gimana youtube kasih kode referral bahaya akun pribadi,neutral,neutral,1
mantap yg jaring ok,positive,positive,1
hp gw gak root njing notifikasi root asu,neutral,neutral,5
sih akun gilir masuk lgi susah bgt,negative,negative,4
kantor bpjs pp km telepon aplikasi susah sambung relogin sulit akun daftar kualitas,negative,negative,2
aplikasi nya niat up date suruh masuk log in sulit masukin nik bilang nya salah gagal isi nik liat ktp urut digit nya salah bilang nya mata bolor aplikasi nya oon asa layan profit oriented sulit yah,negative,negative,1
tolong baik aplikasi lupa pasword tp verifikasi kode otp kirim nomor email yg daftar,positive,positive,1
aplikasi bufferingmasih kurangnyadari ngapain aja apk nya kaya ga niat bikin,neutral,neutral,5
verivikasi sms gak kirim sms nomor nya kali gak sms,neutral,neutral,5
mantap daptar gampang udah gitu simpel,positive,positive,5
mudah gampang,positive,positive,1
cek riwayat sehat blank,neutral,neutral,1
bagus sih lbih cepat daftar bgi ga paham bikin binggung,positive,positive,2
layan,neutral,neutral,4
lancar,neutral,neutral,2
klo g pakai minggu bs logout sendirimenyusahkan login kalo lupa password jd pr bgt,neutral,neutral,5
aplikasi susah rakyatudah masuk login bayar bulan ngunain nya susah ribet,negative,negative,1
mudah pendaptaran antri,positive,positive,5
mntaap,neutral,neutral,1
bantu,neutral,neutral,5
layan cepat,positive,positive,1
bagus aplikasi mudah dftar online priksa daftarin anggota keluarga tolong suka tiba logout masuk ulang pake nik mending kali ribet logout ngga discreenshot karna isi informasi privasi tp screenshot bantu kasih ss an nomor antri keluarga please ya min ss kembali,positive,positive,5
tolong mobile jkn baik memgapa aplikasi log out masuk nomor nik pasword klik nomor nik valid rumah sakit ambil nomor antri dengn mobile jkn tetal aplikasi masuk tolong baik sulit kali aplikasi mobile jkn pegang aplikasi baca,positive,positive,2
apk jelek banget logot udah login pw yg bener aja ga masuk woyy ga baik memebuthkan bantu dr bpjs moga apk jalan lancar,neutral,neutral,1
gak masukin nomor hp masukin pas verifikasi silah pilih gambar gak pilih kosong pilih gak daftar online gak masukin nomor hp,neutral,neutral,5
tolong aktif kembalu sgt tolong,neutral,neutral,2
aplikasi bantu guna bpjs,neutral,neutral,5
mantap,positive,positive,1
layan bpjsnya mantap,positive,positive,1
susah vermuk kendala jaring sistem,negative,negative,5
alhamdulillah dua mudah simpel,positive,positive,2
mantappp,neutral,neutral,5
bantu layan cepat obat,positive,positive,3
anjirrr gak verifikasi nomor hp,neutral,neutral,1
tolong benah fitur face recognition nya balita krn susah bayi diam kamera bs masuk dgn pin,negative,negative,1
hp nggak error ganti errornya faskes antri nomer ubah nomer buncit garagara web bpjs faskes error,negative,negative,3
